lat,lon,pop
-19.62,20.38,583
-19.62,20.62,2346
-19.62,20.88,87
-19.62,21.12,1482
-19.62,21.38,6
-19.62,21.62,4
-19.62,22.12,1994
-19.62,22.38,111
-19.62,22.62,6
-19.62,22.88,27
-19.62,23.12,94
-19.62,23.38,121
-19.62,23.62,148
-19.62,23.88,14
-19.62,24.62,3
-19.62,25.12,14
-19.62,25.88,3
-19.62,26.12,123
-19.62,26.88,1240
-19.62,27.12,7292
-19.62,27.38,8529
-19.62,27.62,16739
-19.62,27.88,8878
-19.62,28.12,5116
-19.62,28.38,5095
-19.62,28.62,5616
-19.62,28.88,16138
-19.62,29.12,3704
-19.62,29.38,4399
-19.62,29.62,6177
-19.62,29.88,56036
-19.62,30.12,37573
-19.62,30.38,19977
-19.62,30.62,40528
-19.62,30.88,24574
-19.62,31.12,52900
-19.62,31.38,46021
-19.62,31.62,33455
-19.62,31.88,42565
-19.62,32.12,39418
-19.62,32.38,40146
-19.62,32.62,44071
-19.62,32.88,13849
-19.62,33.12,7349
-19.62,33.38,19632
-19.62,33.62,9539
-19.62,33.88,19578
-19.62,34.12,18954
-19.62,34.38,12265
-19.62,34.62,89394
-19.62,34.88,260860
-19.62,35.12,8158
-19.62,35.38,2457
-19.62,44.38,5293
-19.62,44.62,89966
-19.62,44.88,21043
-19.62,45.12,42431
-19.62,45.38,50518
-19.62,45.62,22956
-19.62,45.88,21181
-19.62,46.12,27015
-19.62,46.38,91107
-19.62,46.62,58827
-19.62,46.88,92126
-19.62,47.12,333747
-19.62,47.38,206015
-19.62,47.62,135948
-19.62,47.88,29382
-19.62,48.12,36472
-19.62,48.38,25285
-19.62,48.62,49902
-19.62,48.88,57419
-19.62,63.38,36133
-19.62,63.62,1604
-19.62,120.62,15
-19.62,120.88,7
-19.62,125.38,6
-19.62,125.62,1
-19.62,127.62,334
-19.62,128.88,7
-19.62,129.88,1
-19.62,130.12,2
-19.62,134.12,3895
-19.62,134.38,25
-19.62,135.88,32
-19.62,136.12,2
-19.62,136.88,1
-19.62,137.38,1
-19.62,138.38,5
-19.62,138.62,5
-19.62,138.88,5
-19.62,139.38,9
-19.62,140.12,2
-19.62,140.38,2
-19.62,140.88,3
-19.62,141.38,9
-19.62,142.12,11
-19.62,142.38,1
-19.62,142.88,1
-19.62,143.12,2
-19.62,143.62,1
-19.62,143.88,2
-19.62,144.12,1
-19.62,144.38,14
-19.62,144.62,27
-19.62,144.88,11
-19.62,145.12,4
-19.62,145.38,8
-19.62,145.62,17
-19.62,145.88,38
-19.62,146.12,15
-19.62,146.38,52
-19.62,146.62,4
-19.62,146.88,759
-19.62,147.12,1100
-19.62,147.38,16398
-19.62,147.62,414
-19.62,147.88,37
-19.62,163.62,702
-19.62,169.12,70
-19.62,169.38,22263
-19.62,169.62,852
-19.62,170.12,513
-19.62,170.38,136
-19.38,-138.88,207
-19.38,-70.12,33
-19.38,-69.88,248
-19.38,-69.62,293
-19.38,-69.38,1097
-19.38,-68.88,57
-19.38,-68.62,2150
-19.38,-68.38,1250
-19.38,-68.12,2
-19.38,-67.62,566
-19.38,-67.38,2201
-19.38,-67.12,1612
-19.38,-66.88,3703
-19.38,-66.62,560
-19.38,-66.38,40
-19.38,-66.12,3955
-19.38,-65.88,9603
-19.38,-65.62,6607
-19.38,-65.38,5026
-19.38,-65.12,7352
-19.38,-64.88,8766
-19.38,-64.62,6101
-19.38,-64.38,13824
-19.38,-64.12,1573
-19.38,-63.88,406
-19.38,-63.62,2319
-19.38,-63.38,3064
-19.38,-63.12,317
-19.38,-62.88,76
-19.38,-62.62,1665
-19.38,-62.38,32
-19.38,-60.62,8
-19.38,-60.12,33
-19.38,-59.88,37
-19.38,-59.62,25
-19.38,-59.12,33
-19.38,-58.12,17
-19.38,-57.88,82
-19.38,-57.62,1130
-19.38,-57.38,1377
-19.38,-57.12,120
-19.38,-56.88,47
-19.38,-56.62,58
-19.38,-56.38,51
-19.38,-56.12,56
-19.38,-55.88,24
-19.38,-55.62,68
-19.38,-55.38,98
-19.38,-55.12,303
-19.38,-54.88,4629
-19.38,-54.62,24370
-19.38,-54.38,356
-19.38,-54.12,325
-19.38,-53.88,309
-19.38,-53.62,331
-19.38,-53.38,256
-19.38,-53.12,254
-19.38,-52.88,229
-19.38,-52.62,476
-19.38,-52.38,372
-19.38,-52.12,320
-19.38,-51.88,605
-19.38,-51.62,643
-19.38,-51.38,743
-19.38,-51.12,546
-19.38,-50.88,665
-19.38,-50.62,900
-19.38,-50.38,796
-19.38,-50.12,849
-19.38,-49.88,750
-19.38,-49.62,836
-19.38,-49.38,822
-19.38,-49.12,790
-19.38,-48.88,22185
-19.38,-48.62,907
-19.38,-48.38,439
-19.38,-48.12,855
-19.38,-47.88,523
-19.38,-47.62,12681
-19.38,-47.38,11795
-19.38,-47.12,1118
-19.38,-46.88,1238
-19.38,-46.62,16672
-19.38,-46.38,857
-19.38,-46.12,34721
-19.38,-45.88,1522
-19.38,-45.62,16761
-19.38,-45.38,1156
-19.38,-45.12,11063
-19.38,-44.88,4412
-19.38,-44.62,11700
-19.38,-44.38,63197
-19.38,-44.12,214122
-19.38,-43.88,12783
-19.38,-43.62,4712
-19.38,-43.38,3006
-19.38,-43.12,13745
-19.38,-42.88,3288
-19.38,-42.62,281702
-19.38,-42.38,59395
-19.38,-42.12,33385
-19.38,-41.88,9859
-19.38,-41.62,5908
-19.38,-41.38,10900
-19.38,-41.12,15295
-19.38,-40.88,7102
-19.38,-40.62,21794
-19.38,-40.38,17176
-19.38,-40.12,153005
-19.38,-39.88,2981
-19.38,-39.62,259
-19.38,12.62,14
-19.38,12.88,4
-19.38,13.12,13
-19.38,13.62,4
-19.38,13.88,526
-19.38,14.12,65
-19.38,14.38,818
-19.38,14.62,346
-19.38,14.88,533
-19.38,15.12,92
-19.38,15.38,193
-19.38,15.62,294
-19.38,15.88,1068
-19.38,16.12,416
-19.38,16.38,70
-19.38,16.62,67
-19.38,16.88,194
-19.38,17.12,416
-19.38,17.38,352
-19.38,17.62,1946
-19.38,17.88,1483
-19.38,18.12,1214
-19.38,18.38,674
-19.38,18.62,454
-19.38,18.88,411
-19.38,19.12,983
-19.38,19.38,1084
-19.38,19.62,30
-19.38,19.88,14
-19.38,20.12,71
-19.38,20.38,2
-19.38,20.62,12
-19.38,20.88,9
-19.38,22.12,16671
-19.38,22.38,381
-19.38,22.62,57
-19.38,22.88,28
-19.38,23.38,22
-19.38,23.62,7
-19.38,23.88,154
-19.38,24.88,3
-19.38,25.88,54
-19.38,26.62,1
-19.38,26.88,253
-19.38,27.12,2455
-19.38,27.38,4528
-19.38,27.62,13641
-19.38,27.88,613
-19.38,28.12,7948
-19.38,28.38,20228
-19.38,28.62,11308
-19.38,28.88,5054
-19.38,29.12,6062
-19.38,29.38,16813
-19.38,29.62,22523
-19.38,29.88,169949
-19.38,30.12,12303
-19.38,30.38,8912
-19.38,30.62,15959
-19.38,30.88,11034
-19.38,31.12,11076
-19.38,31.38,27895
-19.38,31.62,54925
-19.38,31.88,33066
-19.38,32.12,44366
-19.38,32.38,53415
-19.38,32.62,40160
-19.38,32.88,7448
-19.38,33.12,19171
-19.38,33.38,106406
-19.38,33.62,39949
-19.38,33.88,30734
-19.38,34.12,120564
-19.38,34.38,94816
-19.38,34.62,17603
-19.38,34.88,4732
-19.38,35.12,4954
-19.38,35.38,3815
-19.38,35.62,666
-19.38,44.38,12761
-19.38,44.62,4479
-19.38,44.88,6912
-19.38,45.12,127
-19.38,45.38,3258
-19.38,45.62,615
-19.38,45.88,1947
-19.38,46.12,10280
-19.38,46.38,51229
-19.38,46.62,51421
-19.38,46.88,68643
-19.38,47.12,125422
-19.38,47.38,144996
-19.38,47.62,140063
-19.38,47.88,55582
-19.38,48.12,20805
-19.38,48.38,23894
-19.38,48.62,42160
-19.38,48.88,41498
-19.38,49.12,42
-19.38,121.62,2
-19.38,125.38,1
-19.38,129.88,19
-19.38,133.62,2
-19.38,133.88,24
-19.38,134.12,29
-19.38,134.62,5
-19.38,135.38,3
-19.38,136.12,17
-19.38,138.38,3
-19.38,138.88,1
-19.38,139.88,2
-19.38,140.12,4
-19.38,140.88,9
-19.38,141.38,3
-19.38,142.12,1
-19.38,142.38,4
-19.38,142.88,6
-19.38,143.12,6
-19.38,143.38,2
-19.38,143.62,4
-19.38,144.12,19
-19.38,144.38,2
-19.38,144.62,1
-19.38,144.88,1
-19.38,145.38,2
-19.38,145.62,31
-19.38,145.88,45
-19.38,146.12,31
-19.38,146.38,218
-19.38,146.62,47285
-19.38,146.88,118100
-19.38,147.12,479
-19.38,147.38,95
-19.38,147.62,205
-19.38,169.12,141
-19.38,169.38,13359
-19.38,169.62,174
-19.12,-169.88,1781
-19.12,-169.62,8
-19.12,-70.38,7
-19.12,-70.12,773
-19.12,-69.88,121
-19.12,-69.62,125
-19.12,-69.38,55
-19.12,-69.12,39
-19.12,-68.88,192
-19.12,-68.62,2150
-19.12,-68.38,9560
-19.12,-68.12,2396
-19.12,-67.88,390
-19.12,-67.62,262
-19.12,-67.38,3097
-19.12,-67.12,2164
-19.12,-66.88,13023
-19.12,-66.62,3359
-19.12,-66.38,1150
-19.12,-66.12,5613
-19.12,-65.88,21430
-19.12,-65.62,8598
-19.12,-65.38,142141
-19.12,-65.12,193907
-19.12,-64.88,13913
-19.12,-64.62,13492
-19.12,-64.38,11130
-19.12,-64.12,1442
-19.12,-63.88,69
-19.12,-63.62,746
-19.12,-63.38,1002
-19.12,-63.12,189
-19.12,-62.88,37
-19.12,-62.62,311
-19.12,-62.38,121
-19.12,-60.38,4
-19.12,-60.12,1
-19.12,-59.88,3
-19.12,-58.38,14
-19.12,-58.12,175
-19.12,-57.88,2778
-19.12,-57.62,149390
-19.12,-57.38,89
-19.12,-57.12,75
-19.12,-56.88,39
-19.12,-56.62,40
-19.12,-56.38,59
-19.12,-56.12,76
-19.12,-55.88,85
-19.12,-55.62,81
-19.12,-55.38,142
-19.12,-55.12,268
-19.12,-54.88,619
-19.12,-54.62,669
-19.12,-54.38,568
-19.12,-54.12,224
-19.12,-53.88,720
-19.12,-53.62,241
-19.12,-53.38,296
-19.12,-53.12,2874
-19.12,-52.88,381
-19.12,-52.62,324
-19.12,-52.38,294
-19.12,-52.12,309
-19.12,-51.88,603
-19.12,-51.62,27002
-19.12,-51.38,1836
-19.12,-51.12,432
-19.12,-50.88,482
-19.12,-50.62,14599
-19.12,-50.38,2356
-19.12,-50.12,728
-19.12,-49.88,3598
-19.12,-49.62,1147
-19.12,-49.38,12169
-19.12,-49.12,908
-19.12,-48.88,1130
-19.12,-48.62,1767
-19.12,-48.38,3630
-19.12,-48.12,1822
-19.12,-47.88,8927
-19.12,-47.62,13442
-19.12,-47.38,5304
-19.12,-47.12,2153
-19.12,-46.88,3664
-19.12,-46.62,11710
-19.12,-46.38,27201
-19.12,-46.12,9523
-19.12,-45.88,9235
-19.12,-45.62,1991
-19.12,-45.38,21992
-19.12,-45.12,7445
-19.12,-44.88,22738
-19.12,-44.62,5612
-19.12,-44.38,7335
-19.12,-44.12,10158
-19.12,-43.88,4789
-19.12,-43.62,3697
-19.12,-43.38,14934
-19.12,-43.12,9213
-19.12,-42.88,9529
-19.12,-42.62,17226
-19.12,-42.38,25121
-19.12,-42.12,27154
-19.12,-41.88,19291
-19.12,-41.62,9056
-19.12,-41.38,17745
-19.12,-41.12,7951
-19.12,-40.88,21062
-19.12,-40.62,45980
-19.12,-40.38,23685
-19.12,-40.12,30898
-19.12,-39.88,1363
-19.12,-39.62,2567
-19.12,13.12,4
-19.12,13.38,33
-19.12,13.62,2121
-19.12,13.88,1257
-19.12,14.12,700
-19.12,14.38,1159
-19.12,14.62,58
-19.12,14.88,16
-19.12,15.12,55
-19.12,15.38,26
-19.12,15.88,946
-19.12,16.12,2
-19.12,16.38,222
-19.12,16.62,2
-19.12,17.12,212
-19.12,17.38,215
-19.12,17.62,26985
-19.12,17.88,5666
-19.12,18.12,365
-19.12,18.38,476
-19.12,18.62,600
-19.12,18.88,637
-19.12,19.12,558
-19.12,19.38,625
-19.12,19.62,238
-19.12,19.88,42
-19.12,20.12,49
-19.12,20.38,90
-19.12,20.62,41
-19.12,20.88,3
-19.12,21.62,8
-19.12,21.88,5
-19.12,22.12,81
-19.12,22.38,9985
-19.12,22.62,119
-19.12,22.88,82
-19.12,23.12,14
-19.12,23.38,43
-19.12,23.62,77
-19.12,23.88,171
-19.12,24.12,73
-19.12,25.62,3
-19.12,25.88,9
-19.12,26.88,2
-19.12,27.12,81
-19.12,27.38,764
-19.12,27.62,7428
-19.12,27.88,9485
-19.12,28.12,12412
-19.12,28.38,9182
-19.12,28.62,11544
-19.12,28.88,25851
-19.12,29.12,29754
-19.12,29.38,25683
-19.12,29.62,12276
-19.12,29.88,60171
-19.12,30.12,8972
-19.12,30.38,6215
-19.12,30.62,9751
-19.12,30.88,27392
-19.12,31.12,24421
-19.12,31.38,46458
-19.12,31.62,39438
-19.12,31.88,34491
-19.12,32.12,30970
-19.12,32.38,57763
-19.12,32.62,151248
-19.12,32.88,26373
-19.12,33.12,50020
-19.12,33.38,483845
-19.12,33.62,228878
-19.12,33.88,97514
-19.12,34.12,100437
-19.12,34.38,61051
-19.12,34.62,1894
-19.12,34.88,5407
-19.12,35.12,6174
-19.12,35.38,2205
-19.12,35.62,1058
-19.12,35.88,645
-19.12,44.12,37
-19.12,44.38,16549
-19.12,44.62,16400
-19.12,44.88,23386
-19.12,45.12,5269
-19.12,45.38,7441
-19.12,45.62,23519
-19.12,45.88,19305
-19.12,46.12,40007
-19.12,46.38,115135
-19.12,46.62,96354
-19.12,46.88,99750
-19.12,47.12,88825
-19.12,47.38,171648
-19.12,47.62,322737
-19.12,47.88,117191
-19.12,48.12,14499
-19.12,48.38,16336
-19.12,48.62,14857
-19.12,48.88,21057
-19.12,49.12,1036
-19.12,121.38,3
-19.12,121.62,24
-19.12,122.38,1
-19.12,125.62,4
-19.12,126.12,7
-19.12,127.62,1
-19.12,127.88,1
-19.12,128.12,5
-19.12,128.62,2
-19.12,128.88,3
-19.12,129.88,1
-19.12,130.12,1
-19.12,133.62,1
-19.12,133.88,6
-19.12,134.12,2
-19.12,135.12,10
-19.12,136.62,38
-19.12,137.88,6
-19.12,138.12,2
-19.12,138.62,2
-19.12,138.88,16
-19.12,139.38,1
-19.12,139.62,1
-19.12,139.88,5
-19.12,140.38,4
-19.12,141.62,5
-19.12,141.88,1
-19.12,142.62,1
-19.12,143.88,6
-19.12,144.12,12
-19.12,144.38,15
-19.12,144.62,6
-19.12,144.88,77
-19.12,145.12,22
-19.12,145.38,33
-19.12,145.62,27
-19.12,145.88,37
-19.12,146.12,49
-19.12,146.38,1421
-19.12,146.62,26668
-19.12,146.88,16687
-19.12,147.12,6
-19.12,169.62,318
-19.12,177.88,400
-19.12,178.12,6396
-19.12,178.38,1942
-19.12,178.62,43
-19.12,179.62,6
-19.12,179.88,612
-18.88,-174.12,30
-18.88,-173.88,10
-18.88,-169.88,34
-18.88,-159.88,2892
-18.88,-159.62,2
-18.88,-138.88,4
-18.88,-70.38,33
-18.88,-70.12,132
-18.88,-69.88,186
-18.88,-69.62,461
-18.88,-69.38,47
-18.88,-69.12,34
-18.88,-68.88,86
-18.88,-68.62,1954
-18.88,-68.38,6670
-18.88,-68.12,12727
-18.88,-67.88,69
-18.88,-67.62,3118
-18.88,-67.38,1915
-18.88,-67.12,1550
-18.88,-66.88,21165
-18.88,-66.62,7270
-18.88,-66.38,3858
-18.88,-66.12,25462
-18.88,-65.88,10130
-18.88,-65.62,18094
-18.88,-65.38,14110
-18.88,-65.12,6983
-18.88,-64.88,12473
-18.88,-64.62,7676
-18.88,-64.38,3003
-18.88,-64.12,1150
-18.88,-63.88,289
-18.88,-63.62,155
-18.88,-63.38,4035
-18.88,-63.12,405
-18.88,-62.88,127
-18.88,-62.62,36
-18.88,-62.38,13
-18.88,-62.12,16
-18.88,-60.38,12
-18.88,-58.88,6
-18.88,-58.62,5316
-18.88,-58.38,1713
-18.88,-58.12,1974
-18.88,-57.88,20944
-18.88,-57.62,1222
-18.88,-57.38,4
-18.88,-57.12,59
-18.88,-56.88,41
-18.88,-56.62,59
-18.88,-56.38,43
-18.88,-56.12,38
-18.88,-55.88,28
-18.88,-55.62,64
-18.88,-55.38,40
-18.88,-55.12,132
-18.88,-54.88,18542
-18.88,-54.62,349
-18.88,-54.38,184
-18.88,-54.12,126
-18.88,-53.88,221
-18.88,-53.62,150
-18.88,-53.38,206
-18.88,-53.12,394
-18.88,-52.88,1263
-18.88,-52.62,23049
-18.88,-52.38,553
-18.88,-52.12,402
-18.88,-51.88,3461
-18.88,-51.62,297
-18.88,-51.38,4474
-18.88,-51.12,691
-18.88,-50.88,2171
-18.88,-50.62,16198
-18.88,-50.38,737
-18.88,-50.12,15832
-18.88,-49.88,1767
-18.88,-49.62,1219
-18.88,-49.38,89641
-18.88,-49.12,1206
-18.88,-48.88,17023
-18.88,-48.62,1540
-18.88,-48.38,429481
-18.88,-48.12,264921
-18.88,-47.88,2009
-18.88,-47.62,4139
-18.88,-47.38,10131
-18.88,-47.12,9439
-18.88,-46.88,79357
-18.88,-46.62,4575
-18.88,-46.38,22024
-18.88,-46.12,3169
-18.88,-45.88,514
-18.88,-45.62,5072
-18.88,-45.38,2689
-18.88,-45.12,1153
-18.88,-44.88,1873
-18.88,-44.62,1110
-18.88,-44.38,32985
-18.88,-44.12,2342
-18.88,-43.88,1967
-18.88,-43.62,6684
-18.88,-43.38,3646
-18.88,-43.12,8363
-18.88,-42.88,26503
-18.88,-42.62,20474
-18.88,-42.38,20248
-18.88,-42.12,11530
-18.88,-41.88,272585
-18.88,-41.62,6607
-18.88,-41.38,9208
-18.88,-41.12,24941
-18.88,-40.88,37903
-18.88,-40.62,13621
-18.88,-40.38,12029
-18.88,-40.12,25667
-18.88,-39.88,9040
-18.88,-39.62,568
-18.88,12.62,1
-18.88,12.88,105
-18.88,13.38,66
-18.88,13.62,359
-18.88,13.88,1035
-18.88,14.12,1189
-18.88,14.38,998
-18.88,14.62,113
-18.88,14.88,6
-18.88,15.38,1
-18.88,15.62,4
-18.88,16.12,1
-18.88,16.62,1
-18.88,16.88,274
-18.88,17.12,842
-18.88,17.38,346
-18.88,17.62,285
-18.88,17.88,2816
-18.88,18.12,630
-18.88,18.38,401
-18.88,18.62,414
-18.88,18.88,1871
-18.88,19.12,337
-18.88,19.38,127
-18.88,19.62,562
-18.88,19.88,41
-18.88,20.12,27
-18.88,20.38,76
-18.88,20.62,1
-18.88,20.88,4
-18.88,21.12,9
-18.88,21.38,290
-18.88,21.62,25
-18.88,21.88,74
-18.88,22.12,336
-18.88,22.38,6648
-18.88,22.62,1590
-18.88,22.88,84
-18.88,23.12,9
-18.88,23.88,4
-18.88,24.38,12
-18.88,25.12,8
-18.88,25.62,5
-18.88,26.38,13
-18.88,26.62,5
-18.88,26.88,3
-18.88,27.12,203
-18.88,27.38,135
-18.88,27.62,5904
-18.88,27.88,14940
-18.88,28.12,14570
-18.88,28.38,15845
-18.88,28.62,16653
-18.88,28.88,21404
-18.88,29.12,27900
-18.88,29.38,22268
-18.88,29.62,6397
-18.88,29.88,173601
-18.88,30.12,4914
-18.88,30.38,10136
-18.88,30.62,10155
-18.88,30.88,11551
-18.88,31.12,15676
-18.88,31.38,26664
-18.88,31.62,23669
-18.88,31.88,27792
-18.88,32.12,35534
-18.88,32.38,31020
-18.88,32.62,202377
-18.88,32.88,117633
-18.88,33.12,58292
-18.88,33.38,71476
-18.88,33.62,20670
-18.88,33.88,13389
-18.88,34.12,13511
-18.88,34.38,735
-18.88,34.62,714
-18.88,34.88,10198
-18.88,35.12,3435
-18.88,35.38,2977
-18.88,35.62,128
-18.88,35.88,1200
-18.88,36.12,2313
-18.88,36.38,682
-18.88,44.12,221
-18.88,44.38,14736
-18.88,44.62,7497
-18.88,44.88,1569
-18.88,45.12,2069
-18.88,45.38,21342
-18.88,45.62,27820
-18.88,45.88,33004
-18.88,46.12,58785
-18.88,46.38,36918
-18.88,46.62,79153
-18.88,46.88,90221
-18.88,47.12,49742
-18.88,47.38,689543
-18.88,47.62,3376479
-18.88,47.88,62423
-18.88,48.12,67522
-18.88,48.38,11177
-18.88,48.62,50895
-18.88,48.88,34597
-18.88,49.12,36931
-18.88,121.62,13
-18.88,123.62,5
-18.88,124.38,2
-18.88,124.88,40
-18.88,125.62,106
-18.88,125.88,265
-18.88,126.12,15
-18.88,126.38,85
-18.88,126.62,81
-18.88,128.62,267
-18.88,130.12,4
-18.88,130.38,1
-18.88,131.38,13
-18.88,133.62,1
-18.88,133.88,4
-18.88,134.12,2
-18.88,134.38,1
-18.88,134.62,20
-18.88,134.88,1
-18.88,135.12,17
-18.88,136.62,6
-18.88,137.12,10
-18.88,138.12,8
-18.88,138.88,1
-18.88,139.12,13
-18.88,139.38,1
-18.88,139.62,14
-18.88,139.88,16
-18.88,140.62,6
-18.88,141.12,8
-18.88,141.88,3
-18.88,142.12,4
-18.88,142.38,5
-18.88,142.62,11
-18.88,143.38,8
-18.88,143.62,5
-18.88,143.88,3
-18.88,144.12,16
-18.88,144.38,2
-18.88,144.62,23
-18.88,144.88,29
-18.88,145.12,15
-18.88,145.38,9
-18.88,145.62,21
-18.88,145.88,88
-18.88,146.12,355
-18.88,146.38,217
-18.88,146.62,16
-18.88,169.12,1203
-18.88,169.38,615
-18.88,178.12,30
-18.88,178.38,1839
-18.88,178.62,604
-18.62,-174.12,2473
-18.62,-173.88,9841
-18.62,-70.38,4843
-18.62,-70.12,16978
-18.62,-69.88,1258
-18.62,-69.62,108
-18.62,-69.38,46
-18.62,-69.12,7
-18.62,-68.88,348
-18.62,-68.62,151
-18.62,-68.38,885
-18.62,-68.12,431
-18.62,-67.88,2261
-18.62,-67.62,1585
-18.62,-67.38,762
-18.62,-67.12,1
-18.62,-66.88,5329
-18.62,-66.62,3771
-18.62,-66.38,15110
-18.62,-66.12,24635
-18.62,-65.88,9209
-18.62,-65.62,4447
-18.62,-65.38,10258
-18.62,-65.12,2595
-18.62,-64.88,2358
-18.62,-64.62,1520
-18.62,-64.38,1792
-18.62,-64.12,2862
-18.62,-63.88,547
-18.62,-63.62,220
-18.62,-63.38,1111
-18.62,-63.12,1734
-18.62,-62.88,159
-18.62,-62.62,62
-18.62,-62.38,29
-18.62,-62.12,86
-18.62,-61.88,2
-18.62,-60.88,46
-18.62,-60.62,28
-18.62,-60.38,16
-18.62,-60.12,24
-18.62,-59.88,10
-18.62,-59.62,23
-18.62,-59.38,107
-18.62,-59.12,126
-18.62,-58.88,882
-18.62,-58.62,99
-18.62,-58.38,209
-18.62,-58.12,201
-18.62,-57.88,50
-18.62,-57.62,190
-18.62,-57.38,97
-18.62,-57.12,508
-18.62,-56.88,230
-18.62,-56.62,67
-18.62,-56.38,84
-18.62,-56.12,61
-18.62,-55.88,48
-18.62,-55.62,66
-18.62,-55.38,65
-18.62,-55.12,100
-18.62,-54.88,11196
-18.62,-54.62,10087
-18.62,-54.38,366
-18.62,-54.12,126
-18.62,-53.88,253
-18.62,-53.62,2320
-18.62,-53.38,372
-18.62,-53.12,18812
-18.62,-52.88,553
-18.62,-52.62,761
-18.62,-52.38,218
-18.62,-52.12,287
-18.62,-51.88,297
-18.62,-51.62,506
-18.62,-51.38,2196
-18.62,-51.12,14934
-18.62,-50.88,9743
-18.62,-50.62,993
-18.62,-50.38,1103
-18.62,-50.12,818
-18.62,-49.88,4814
-18.62,-49.62,17170
-18.62,-49.38,3327
-18.62,-49.12,22772
-18.62,-48.88,1007
-18.62,-48.62,24300
-18.62,-48.38,2527
-18.62,-48.12,112431
-18.62,-47.88,6093
-18.62,-47.62,17259
-18.62,-47.38,33718
-18.62,-47.12,3306
-18.62,-46.88,2533
-18.62,-46.62,73773
-18.62,-46.38,72872
-18.62,-46.12,3498
-18.62,-45.88,1646
-18.62,-45.62,429
-18.62,-45.38,7427
-18.62,-45.12,1814
-18.62,-44.88,11492
-18.62,-44.62,3069
-18.62,-44.38,43204
-18.62,-44.12,5528
-18.62,-43.88,1895
-18.62,-43.62,7651
-18.62,-43.38,18862
-18.62,-43.12,15578
-18.62,-42.88,14747
-18.62,-42.62,21968
-18.62,-42.38,12712
-18.62,-42.12,10953
-18.62,-41.88,12577
-18.62,-41.62,3916
-18.62,-41.38,15916
-18.62,-41.12,19807
-18.62,-40.88,39901
-18.62,-40.62,13562
-18.62,-40.38,50351
-18.62,-40.12,16597
-18.62,-39.88,94302
-18.62,-39.62,21197
-18.62,12.88,55
-18.62,13.12,78
-18.62,13.38,336
-18.62,13.62,2814
-18.62,13.88,1719
-18.62,14.12,1385
-18.62,14.38,1294
-18.62,14.62,125
-18.62,14.88,15
-18.62,15.12,10
-18.62,15.38,8
-18.62,15.62,7
-18.62,16.38,28
-18.62,16.62,5
-18.62,16.88,11
-18.62,17.12,3754
-18.62,17.38,1067
-18.62,17.62,619
-18.62,17.88,315
-18.62,18.12,569
-18.62,18.38,157
-18.62,18.62,638
-18.62,18.88,295
-18.62,19.12,3825
-18.62,19.38,523
-18.62,19.62,601
-18.62,19.88,419
-18.62,20.12,154
-18.62,20.38,166
-18.62,20.62,10
-18.62,20.88,19
-18.62,21.12,17
-18.62,21.38,384
-18.62,21.62,18
-18.62,21.88,1851
-18.62,22.12,4152
-18.62,22.38,471
-18.62,22.62,60
-18.62,22.88,1918
-18.62,23.12,2
-18.62,23.38,4
-18.62,23.62,35
-18.62,23.88,4
-18.62,24.12,90
-18.62,25.38,129
-18.62,25.62,3880
-18.62,25.88,82
-18.62,26.12,151
-18.62,26.38,150
-18.62,26.62,162
-18.62,26.88,8282
-18.62,27.12,5870
-18.62,27.38,4200
-18.62,27.62,14076
-18.62,27.88,7232
-18.62,28.12,15395
-18.62,28.38,22204
-18.62,28.62,28053
-18.62,28.88,23840
-18.62,29.12,19470
-18.62,29.38,31873
-18.62,29.62,21980
-18.62,29.88,25843
-18.62,30.12,6149
-18.62,30.38,35591
-18.62,30.62,49355
-18.62,30.88,10677
-18.62,31.12,4028
-18.62,31.38,17275
-18.62,31.62,42997
-18.62,31.88,49340
-18.62,32.12,112884
-18.62,32.38,46671
-18.62,32.62,71615
-18.62,32.88,51922
-18.62,33.12,23684
-18.62,33.38,17185
-18.62,33.62,2229
-18.62,33.88,19577
-18.62,34.12,129012
-18.62,34.38,4763
-18.62,34.62,6198
-18.62,34.88,1757
-18.62,35.12,1140
-18.62,35.38,280
-18.62,35.62,138
-18.62,35.88,10
-18.62,36.12,9732
-18.62,36.38,43488
-18.62,36.62,963
-18.62,43.88,292
-18.62,44.12,3461
-18.62,44.38,11395
-18.62,44.62,28599
-18.62,44.88,3491
-18.62,45.12,9214
-18.62,45.38,11258
-18.62,45.62,4645
-18.62,45.88,74204
-18.62,46.12,34295
-18.62,46.38,29297
-18.62,46.62,46723
-18.62,46.88,64142
-18.62,47.12,65416
-18.62,47.38,403660
-18.62,47.62,298879
-18.62,47.88,66386
-18.62,48.12,32525
-18.62,48.38,26623
-18.62,48.62,10629
-18.62,48.88,25457
-18.62,49.12,21596
-18.62,49.38,1428
-18.62,121.88,836
-18.62,122.12,12
-18.62,123.38,6
-18.62,123.62,2
-18.62,124.38,1
-18.62,124.62,20
-18.62,124.88,402
-18.62,125.38,141
-18.62,125.62,9
-18.62,125.88,42
-18.62,126.12,3
-18.62,126.62,43
-18.62,126.88,102
-18.62,127.62,8
-18.62,127.88,1
-18.62,130.38,1
-18.62,130.62,2
-18.62,133.88,7
-18.62,134.12,60
-18.62,135.62,1
-18.62,135.88,37
-18.62,136.12,1
-18.62,137.62,1
-18.62,138.12,2
-18.62,138.62,87
-18.62,139.12,17
-18.62,139.38,85
