lat,lon,pop
-55.88,-69.38,34
-55.88,-67.88,1
-55.88,-67.62,2
-55.88,-67.38,17
-55.88,-66.88,3
-55.62,-69.62,2
-55.62,-69.38,8
-55.62,-69.12,9
-55.62,-68.88,4
-55.62,-68.62,16
-55.62,-68.38,9
-55.62,-68.12,4
-55.62,-67.88,20
-55.62,-67.62,1
-55.62,-67.38,1
-55.62,-66.88,15
-55.62,-66.62,11
-55.38,-70.12,42
-55.38,-69.88,64
-55.38,-69.62,224
-55.38,-69.38,50
-55.38,-69.12,34
-55.38,-68.88,24
-55.38,-68.62,21
-55.38,-68.38,4
-55.38,-68.12,9
-55.38,-67.88,1
-55.12,-70.88,8
-55.12,-70.62,11
-55.12,-70.38,20
-55.12,-70.12,16
-55.12,-69.88,12
-55.12,-69.62,24
-55.12,-69.38,89
-55.12,-69.12,7
-55.12,-68.88,3
-55.12,-68.62,25
-55.12,-68.38,1
-55.12,-68.12,3
-55.12,-67.88,4
-55.12,-67.12,5
-55.12,-66.88,3
-54.88,-71.38,12
-54.88,-71.12,2
-54.88,-70.88,124
-54.88,-70.62,27
-54.88,-70.38,59
-54.88,-70.12,38
-54.88,-69.88,88
-54.88,-69.62,8
-54.88,-69.38,15
-54.88,-69.12,9
-54.88,-68.88,37
-54.88,-68.62,23
-54.88,-68.38,76642
-54.88,-68.12,4086
-54.88,-67.88,34
-54.88,-67.62,1520
-54.88,-67.38,14
-54.88,-67.12,1
-54.88,-66.88,3
-54.88,-66.12,23
-54.88,-65.38,1
-54.62,-71.88,10
-54.62,-71.62,6
-54.62,-71.38,9
-54.62,-71.12,10
-54.62,-70.88,195
-54.62,-70.62,15
-54.62,-70.38,9
-54.62,-70.12,7
-54.62,-69.88,14
-54.62,-69.62,28
-54.62,-69.38,90
-54.62,-69.12,65
-54.62,-68.88,144
-54.62,-68.62,40
-54.62,-68.38,28
-54.62,-68.12,91
-54.62,-67.88,98
-54.62,-67.62,53
-54.62,-67.38,30
-54.62,-67.12,3589
-54.62,-66.88,19
-54.62,-64.12,3
-54.38,-72.62,2
-54.38,-72.38,13
-54.38,-71.88,9
-54.38,-71.38,4
-54.38,-71.12,1
-54.38,-70.88,8
-54.38,-70.62,7
-54.38,-70.38,10
-54.38,-70.12,10
-54.38,-69.88,6
-54.38,-69.62,5
-54.38,-69.38,22
-54.38,-69.12,17
-54.38,-68.88,100
-54.38,-68.62,4
-54.38,-68.38,27
-54.38,-67.88,25
-54.38,-67.62,25
-54.38,-67.38,6
-54.38,-67.12,521
-54.38,-66.88,10
-54.38,-66.62,15
-54.38,-66.38,2
-54.12,-73.12,6
-54.12,-72.62,1
-54.12,-72.38,2
-54.12,-72.12,1
-54.12,-71.88,22
-54.12,-69.88,3
-54.12,-69.12,4
-54.12,-68.88,44
-54.12,-68.62,42
-54.12,-68.38,26
-54.12,-68.12,36
-54.12,-67.88,20
-54.12,-67.62,62
-54.12,-67.38,59
-54.12,-67.12,40
-54.12,-66.88,10
-53.88,-73.12,11
-53.88,-72.88,1
-53.88,-72.62,12
-53.88,-72.38,1
-53.88,-71.88,1
-53.88,-70.38,136
-53.88,-70.12,14
-53.88,-69.62,6
-53.88,-69.38,3
-53.88,-69.12,158
-53.88,-68.88,23
-53.88,-68.62,3
-53.88,-68.38,46
-53.88,-68.12,38
-53.88,-67.88,4914
-53.88,-67.62,87439
-53.88,-67.38,8
-53.62,-73.38,3
-53.62,-73.12,6
-53.62,-72.62,1
-53.62,-71.88,1
-53.62,-71.12,1
-53.62,-70.88,79
-53.62,-70.38,24
-53.62,-69.88,9
-53.62,-69.62,97
-53.62,-69.38,5
-53.62,-68.88,15
-53.62,-68.62,49
-53.62,-68.38,45
-53.62,-68.12,43
-53.62,-67.88,613
-53.62,-67.62,372
-53.38,-73.38,3
-53.38,-73.12,4
-53.38,-71.88,1
-53.38,-71.38,2
-53.38,-71.12,60
-53.38,-70.88,328
-53.38,-70.38,5175
-53.38,-70.12,14
-53.38,-69.88,13
-53.38,-69.62,21
-53.38,-69.38,27
-53.38,-69.12,44
-53.38,-68.88,24
-53.38,-68.62,75
-53.38,-68.38,99
-53.38,-68.12,593
-53.12,-74.12,7
-53.12,-73.62,34
-53.12,-73.38,18
-53.12,-73.12,10
-53.12,-71.88,1
-53.12,-71.62,2
-53.12,-71.38,8
-53.12,-71.12,239
-53.12,-70.88,126816
-53.12,-70.38,28
-53.12,-70.12,29
-53.12,-69.62,1
-53.12,-69.38,26
-53.12,-69.12,49
-53.12,-68.88,55
-53.12,-68.62,53
-53.12,-68.38,159
-53.12,-68.12,15
-52.88,-73.38,4
-52.88,-73.12,16
-52.88,-72.88,1
-52.88,-72.62,4
-52.88,-71.88,2
-52.88,-71.62,91
-52.88,-71.38,49
-52.88,-71.12,40
-52.88,-70.88,2447
-52.88,-70.62,4
-52.88,-70.38,9
-52.88,-70.12,16
-52.88,-69.88,16
-52.88,-69.62,8
-52.88,-69.38,248
-52.88,-69.12,2
-52.88,-68.88,32
-52.88,-68.62,4
-52.88,-68.38,449
-52.62,-74.38,1
-52.62,-73.38,2
-52.62,-73.12,12
-52.62,-72.88,6
-52.62,-72.12,4
-52.62,-71.88,23
-52.62,-71.62,63
-52.62,-71.38,77
-52.62,-71.12,23
-52.62,-70.88,61
-52.62,-70.62,35
-52.62,-70.38,16
-52.62,-70.12,132
-52.62,-69.88,9
-52.62,-69.62,21
-52.62,-69.38,39
-52.62,-69.12,18
-52.62,-68.88,53
-52.62,-68.62,368
-52.38,-74.62,1
-52.38,-73.88,4
-52.38,-73.12,3
-52.38,-72.12,1
-52.38,-71.88,1
-52.38,-71.62,32
-52.38,-71.38,310
-52.38,-71.12,24
-52.38,-70.88,2
-52.38,-70.62,5
-52.38,-70.38,10
-52.38,-70.12,4
-52.38,-69.88,38
-52.38,-69.62,158
-52.38,-69.38,2
-52.38,-68.88,37
-52.38,-68.62,38
-52.38,-68.38,98
-52.12,-74.88,17
-52.12,-74.62,13
-52.12,-73.12,2
-52.12,-72.88,2
-52.12,-72.38,13
-52.12,-71.88,84
-52.12,-71.62,12
-52.12,-71.38,81
-52.12,-71.12,9
-52.12,-70.88,2
-52.12,-70.62,1
-52.12,-70.38,10
-52.12,-70.12,3
-52.12,-69.88,5
-52.12,-69.62,19
-52.12,-69.38,20
-52.12,-69.12,96
-52.12,-68.88,94
-52.12,-68.62,4
-52.12,-60.88,4
-52.12,-60.62,1
-52.12,-59.38,9
-51.88,-74.88,18
-51.88,-74.62,12
-51.88,-74.38,1
-51.88,-74.12,11
-51.88,-73.88,1
-51.88,-73.38,1
-51.88,-73.12,1
-51.88,-72.62,3
-51.88,-72.38,35
-51.88,-72.12,27
-51.88,-71.88,5
-51.88,-71.62,108
-51.88,-71.38,17
-51.88,-71.12,15
-51.88,-70.88,10
-51.88,-70.62,14
-51.88,-70.12,6
-51.88,-69.88,2
-51.88,-69.62,9
-51.88,-69.38,34
-51.88,-69.12,19
-51.88,-68.88,11
-51.88,-60.88,1
-51.88,-60.12,24
-51.88,-58.88,23
-51.88,-58.62,4
-51.88,-58.38,210
-51.88,-58.12,6
-51.62,-75.12,20
-51.62,-74.88,8
-51.62,-74.38,4
-51.62,-74.12,2
-51.62,-73.88,4
-51.62,-73.62,6
-51.62,-73.38,1
-51.62,-72.88,2
-51.62,-72.62,14876
-51.62,-72.38,17994
-51.62,-72.12,8929
-51.62,-71.88,14
-51.62,-71.38,2
-51.62,-71.12,4
-51.62,-70.88,11
-51.62,-70.38,8
-51.62,-70.12,18
-51.62,-69.88,13
-51.62,-69.62,63
-51.62,-69.38,41063
-51.62,-69.12,110357
-51.62,-68.88,38
-51.62,-60.62,1
-51.62,-60.12,33
-51.62,-59.62,7
-51.62,-59.38,9
-51.62,-59.12,7
-51.62,-58.88,2
-51.62,-58.38,13
-51.62,-58.12,31
-51.62,-57.88,3063
-51.38,-74.88,6
-51.38,-74.62,1
-51.38,-74.12,1
-51.38,-73.62,2
-51.38,-73.38,4
-51.38,-72.88,14
-51.38,-72.62,7
-51.38,-72.38,569
-51.38,-72.12,6
-51.38,-71.88,3
-51.38,-71.62,6
-51.38,-71.38,4
-51.38,-71.12,7
-51.38,-70.88,9
-51.38,-70.62,7
-51.38,-70.38,23
-51.38,-70.12,19
-51.38,-69.88,6
-51.38,-69.38,23
-51.38,-69.12,5
-51.38,-60.38,6
-51.38,-60.12,4
-51.38,-59.62,2
-51.38,-58.88,5
-51.38,-58.62,1
-51.38,-58.38,6
-51.12,-74.88,8
-51.12,-74.12,1
-51.12,-73.88,2
-51.12,-73.62,3
-51.12,-73.38,17
-51.12,-73.12,24
-51.12,-72.88,386
-51.12,-72.62,11
-51.12,-72.38,17
-51.12,-72.12,16
-51.12,-71.88,65
-51.12,-71.62,9
-51.12,-71.38,31
-51.12,-71.12,14
-51.12,-70.88,113
-51.12,-70.62,496
-51.12,-70.38,74
-51.12,-70.12,8
-51.12,-69.88,4
-51.12,-69.62,55
-51.12,-69.38,8
-51.12,-69.12,13
-50.88,-74.88,2
-50.88,-74.62,6
-50.88,-73.62,3
-50.88,-73.38,7
-50.88,-73.12,33
-50.88,-72.88,52
-50.88,-72.62,14
-50.88,-72.38,60
-50.88,-72.12,8
-50.88,-71.88,20
-50.88,-71.62,5
-50.88,-71.38,3
-50.88,-71.12,7
-50.88,-70.88,340
-50.88,-70.62,47
-50.88,-70.38,63
-50.88,-70.12,22
-50.88,-69.88,34
-50.88,-69.62,25
-50.88,-69.38,13
-50.88,-69.12,16
-50.62,-74.38,2
-50.62,-74.12,4
-50.62,-73.88,2
-50.62,-72.88,26
-50.62,-72.62,18
-50.62,-72.38,2
-50.62,-72.12,32
-50.62,-71.62,30
-50.62,-71.38,30
-50.62,-71.12,41
-50.62,-70.88,132
-50.62,-70.62,25
-50.62,-70.38,11
-50.62,-70.12,3
-50.62,-69.88,21
-50.62,-69.62,79
-50.62,-69.38,25
-50.62,-69.12,55
-50.38,-74.38,53
-50.38,-74.12,11
-50.38,-73.88,8
-50.38,-73.62,3
-50.38,-73.38,3
-50.38,-73.12,3
-50.38,-72.88,222
-50.38,-72.62,92
-50.38,-72.38,30101
-50.38,-72.12,3094
-50.38,-71.88,77
-50.38,-71.62,76
-50.38,-71.38,6
-50.38,-71.12,9
-50.38,-70.88,372
-50.38,-70.62,7
-50.38,-70.38,10
-50.38,-69.88,12
-50.38,-69.62,5
-50.38,-69.38,3
-50.38,-69.12,33
-50.38,-68.88,29
-50.12,-75.12,1
-50.12,-74.38,14
-50.12,-74.12,5
-50.12,-73.38,2
-50.12,-72.88,26
-50.12,-72.62,1
-50.12,-72.12,3
-50.12,-71.88,26
-50.12,-71.62,70
-50.12,-71.38,28
-50.12,-71.12,16
-50.12,-70.88,21
-50.12,-70.62,38
-50.12,-70.12,2
-50.12,-69.88,26
-50.12,-69.62,7
-50.12,-69.38,4
-50.12,-69.12,16
-50.12,-68.88,2509
-50.12,-68.62,5207
-50.12,-68.38,1668
-50.12,-68.12,7
-50.12,-67.88,3
-49.88,-74.12,1
-49.88,-73.88,1
-49.88,-73.12,4
-49.88,-72.62,22
-49.88,-72.38,2
-49.88,-72.12,38
-49.88,-71.88,11
-49.88,-71.62,3
-49.88,-71.38,3
-49.88,-71.12,29
-49.88,-70.88,19
-49.88,-70.38,4
-49.88,-70.12,5
-49.88,-69.88,1
-49.88,-69.62,5
-49.88,-69.12,10
-49.88,-68.88,8060
-49.88,-68.62,21
-49.88,-68.38,20
-49.88,-68.12,2
-49.88,-67.88,14
-49.62,-73.88,2
-49.62,-73.12,3
-49.62,-72.62,24
-49.62,-72.38,16
-49.62,-72.12,14
-49.62,-71.88,7
-49.62,-71.62,15
-49.62,-71.38,976
-49.62,-71.12,2
-49.62,-70.88,12
-49.62,-70.62,10
-49.62,-70.38,18
-49.62,-70.12,55
-49.62,-69.88,39
-49.62,-69.62,21
-49.62,-69.12,7
-49.62,-68.88,6
-49.62,-68.62,11
-49.62,-68.38,6
-49.62,-68.12,69
-49.62,-67.88,22
-49.38,-75.62,98
-49.38,-75.12,1
-49.38,-74.88,1
-49.38,-74.62,1
-49.38,-74.38,3
-49.38,-73.88,3
-49.38,-73.62,1
-49.38,-72.88,2591
-49.38,-72.62,8
-49.38,-72.38,22
-49.38,-71.88,25
-49.38,-71.38,1
-49.38,-71.12,11
-49.38,-70.88,3
-49.38,-70.62,17
-49.38,-70.38,2
-49.38,-70.12,3
-49.38,-69.88,12
-49.38,-69.62,2
-49.38,-68.88,4
-49.38,-68.62,8
-49.38,-68.38,10
-49.38,-68.12,10
-49.38,-67.88,9096
-49.38,-67.62,4608
-49.12,-75.62,29
-49.12,-74.38,12
-49.12,-73.12,4
-49.12,-72.88,44
-49.12,-72.38,15
-49.12,-72.12,26
-49.12,-71.88,7
-49.12,-71.62,2
-49.12,-71.38,10
-49.12,-71.12,4
-49.12,-70.62,12
-49.12,-70.38,3
-49.12,-70.12,14
-49.12,-69.88,21
-49.12,-69.62,17
-49.12,-69.38,12
-49.12,-69.12,6
-49.12,-68.88,5
-49.12,-68.62,5
-49.12,-68.38,9
-49.12,-68.12,6
-49.12,-67.88,18
-49.12,-67.62,23
-48.88,-75.62,1
-48.88,-74.88,2
-48.88,-73.12,9
-48.88,-72.88,14
-48.88,-72.62,16
-48.88,-72.38,31
-48.88,-72.12,31
-48.88,-71.62,6
-48.88,-71.38,6
-48.88,-71.12,12
-48.88,-70.88,31
-48.88,-70.62,12
-48.88,-70.38,4367
-48.88,-70.12,2793
-48.88,-69.88,2
-48.88,-69.62,30
-48.88,-69.38,7
-48.88,-68.62,8
-48.88,-68.38,16
-48.88,-68.12,6
-48.88,-67.88,4
-48.88,-67.62,33
-48.88,-67.38,3
-48.62,-75.62,27
-48.62,-72.38,6
-48.62,-72.12,1
-48.62,-71.38,2
-48.62,-70.62,6
-48.62,-70.38,8
-48.62,-69.88,20
-48.62,-69.62,24
-48.62,-69.38,9
-48.62,-69.12,1
-48.62,-68.38,2
-48.62,-68.12,3
-48.62,-67.88,55
-48.62,-67.62,19
-48.62,-67.38,21
-48.62,-67.12,8
-48.38,-74.12,5
-48.38,-73.88,2
-48.38,-73.62,27
-48.38,-72.62,651
-48.38,-72.38,4
-48.38,-72.12,3
-48.38,-71.88,13
-48.38,-71.62,13
-48.38,-71.38,7
-48.38,-71.12,10
-48.38,-70.88,19
-48.38,-70.62,10
-48.38,-70.38,5
-48.38,-70.12,5
-48.38,-69.88,3
-48.38,-69.62,3
-48.38,-69.38,6
-48.38,-69.12,8
-48.38,-68.88,9
-48.38,-68.62,7
-48.38,-68.38,9
-48.38,-68.12,291
-48.38,-67.88,7
-48.38,-67.62,9
-48.38,-67.38,7
-48.38,-67.12,13
-48.38,-66.88,5
-48.38,-66.38,6
-48.12,-73.38,15
-48.12,-73.12,276
-48.12,-72.88,469
-48.12,-72.62,55
-48.12,-72.38,9
-48.12,-71.88,3
-48.12,-71.62,3
-48.12,-71.38,2
-48.12,-71.12,2
-48.12,-70.62,10
-48.12,-70.12,3
-48.12,-69.88,6
-48.12,-69.62,8
-48.12,-69.38,1
-48.12,-69.12,3
-48.12,-68.88,6
-48.12,-68.62,3
-48.12,-68.38,3
-48.12,-68.12,5
-48.12,-67.88,7
-48.12,-67.62,99
-48.12,-67.38,22
-48.12,-67.12,30
-48.12,-66.88,14
-48.12,-66.62,12
-47.88,-74.38,1
-47.88,-74.12,6
-47.88,-73.88,4
-47.88,-73.62,119
-47.88,-73.38,178
-47.88,-73.12,136
-47.88,-72.88,72
-47.88,-72.62,6
-47.88,-72.12,23
-47.88,-71.88,34
-47.88,-71.62,4
-47.88,-71.38,3
-47.88,-71.12,2
-47.88,-70.62,10
-47.88,-70.38,23
-47.88,-70.12,12
-47.88,-69.88,21
-47.88,-69.62,25
-47.88,-69.38,19
-47.88,-69.12,4
-47.88,-68.88,11
-47.88,-68.62,9
-47.88,-68.38,6
-47.88,-68.12,9
-47.88,-67.88,34
-47.88,-67.62,12
-47.88,-67.38,124
-47.88,-67.12,11
-47.88,-66.88,9
-47.88,-66.62,34
-47.88,-66.38,21
-47.88,-66.12,25
-47.88,-65.88,5997
-47.88,-65.62,4
-47.62,-74.88,2
-47.62,-74.38,2
-47.62,-74.12,1
-47.62,-73.88,1
-47.62,-73.62,25
-47.62,-73.38,17
-47.62,-73.12,113
-47.62,-72.88,30
-47.62,-72.62,9
-47.62,-72.38,2
-47.62,-71.88,318
-47.62,-71.62,178
-47.62,-71.38,23
-47.62,-71.12,17
-47.62,-70.88,22
-47.62,-70.62,11
-47.62,-70.38,15
-47.62,-70.12,8
-47.62,-69.88,8
-47.62,-69.38,26
-47.62,-69.12,6
-47.62,-68.88,5
-47.62,-68.62,13
-47.62,-68.38,20
-47.62,-68.12,9
-47.62,-67.88,14
-47.62,-67.62,18
-47.62,-67.38,78
-47.62,-67.12,15
-47.62,-66.88,20
-47.62,-66.62,27
-47.62,-66.38,6
-47.62,-66.12,263
-47.62,-65.88,16874
-47.62,-65.62,1
-47.38,-74.12,3
-47.38,-73.88,1
-47.38,-73.12,7
-47.38,-72.88,57
-47.38,-72.62,104
-47.38,-72.38,28
-47.38,-72.12,25
-47.38,-71.88,42
-47.38,-71.62,27
-47.38,-71.38,41
-47.38,-71.12,27
-47.38,-70.88,111
-47.38,-70.62,12
-47.38,-70.38,6
-47.38,-70.12,11
-47.38,-69.88,4
-47.38,-69.62,2
-47.38,-69.38,9
-47.38,-69.12,2
-47.38,-68.88,12
-47.38,-68.62,29
-47.38,-68.38,2
-47.38,-68.12,2
-47.38,-67.88,8
-47.38,-67.62,9
-47.38,-67.38,11
-47.38,-67.12,31
-47.38,-66.88,12
-47.38,-66.62,6
-47.38,-66.38,14
-47.38,-66.12,17
-47.38,-65.88,49
-47.12,-73.38,2
-47.12,-73.12,21
-47.12,-72.88,129
-47.12,-72.62,2594
-47.12,-72.38,48
-47.12,-72.12,6
-47.12,-71.88,37
-47.12,-71.62,94
-47.12,-71.38,2
-47.12,-71.12,7
-47.12,-70.88,54
-47.12,-70.62,23
-47.12,-70.38,4
-47.12,-70.12,3
-47.12,-69.88,10
-47.12,-69.62,7
-47.12,-69.38,47
-47.12,-69.12,10
-47.12,-68.88,8
-47.12,-68.62,5
-47.12,-68.38,8
-47.12,-68.12,6
-47.12,-67.88,11
-47.12,-67.62,15
-47.12,-67.38,31
-47.12,-67.12,785
-47.12,-66.88,30
-47.12,-66.62,34
-47.12,-66.38,30
-47.12,-66.12,23
-47.12,-65.88,4
-46.88,-75.62,3
-46.88,-74.12,2
-46.88,-73.88,4
-46.88,-73.62,1
-46.88,-73.12,6
-46.88,-72.88,167
-46.88,-72.62,704
-46.88,-72.38,24
-46.88,-72.12,1
-46.88,-71.88,20
-46.88,-71.62,6
-46.88,-70.88,17
-46.88,-70.62,44
-46.88,-70.38,183
-46.88,-70.12,77
-46.88,-69.88,13
-46.88,-69.62,30
-46.88,-69.38,60
-46.88,-69.12,509
-46.88,-68.88,35
-46.88,-68.62,31
-46.88,-68.38,31
-46.88,-68.12,190
-46.88,-67.88,30317
-46.88,-67.62,26
-46.88,-67.38,59
-46.88,-67.12,56
-46.88,-66.88,29
-46.88,168.12,414
-46.62,-73.12,6
-46.62,-72.88,42
-46.62,-72.62,634
-46.62,-72.38,142
-46.62,-72.12,35
-46.62,-71.88,85
-46.62,-71.62,8991
-46.62,-71.38,35
-46.62,-71.12,45
-46.62,-70.88,7494
-46.62,-70.62,14
-46.62,-70.38,174
-46.62,-70.12,29
-46.62,-69.88,23
-46.62,-69.62,49
-46.62,-69.38,46
-46.62,-69.12,146
-46.62,-68.88,30291
-46.62,-68.62,596
-46.62,-68.38,1053
-46.62,-68.12,1197
-46.62,-67.88,692
-46.62,-67.62,4402
-46.62,-67.38,66
-46.62,-67.12,7
-46.62,168.38,2285
-46.62,168.62,121
-46.62,168.88,458
-46.62,169.12,305
-46.62,169.38,63
-46.62,169.62,36
-46.38,-73.88,4
-46.38,-73.38,28
-46.38,-73.12,21
-46.38,-72.88,24
-46.38,-72.62,342
-46.38,-72.38,9
-46.38,-72.12,12
-46.38,-71.88,655
-46.38,-71.62,16
-46.38,-71.38,29
-46.38,-71.12,23
-46.38,-70.88,23
-46.38,-70.62,56
-46.38,-70.38,14
-46.38,-70.12,39
-46.38,-69.88,19
-46.38,-69.62,207
-46.38,-69.38,207
-46.38,-69.12,553
-46.38,-68.88,262
-46.38,-68.62,498
-46.38,-68.38,59
-46.38,-68.12,34
-46.38,-67.88,45
-46.38,-67.62,36815
-46.38,-67.38,29575
-46.38,167.62,27
-46.38,167.88,1373
-46.38,168.12,1926
-46.38,168.38,61179
-46.38,168.62,2322
-46.38,168.88,2638
-46.38,169.12,229
-46.38,169.38,160
-46.38,169.62,1148
-46.38,169.88,1746
-46.38,170.12,5
-46.12,-73.12,1
-46.12,-72.88,3
-46.12,-72.62,15
-46.12,-72.38,60
-46.12,-72.12,370
-46.12,-71.88,19
-46.12,-71.62,45
-46.12,-71.38,28
-46.12,-70.88,20
-46.12,-70.62,24
-46.12,-70.38,16
-46.12,-70.12,12
-46.12,-69.88,48
-46.12,-69.62,64
-46.12,-69.38,620
-46.12,-69.12,690
-46.12,-68.88,124
-46.12,-68.62,129
-46.12,-68.38,44
-46.12,-68.12,50
-46.12,-67.88,32
-46.12,-67.62,66
-46.12,167.38,2
-46.12,167.62,1050
-46.12,167.88,860
-46.12,168.12,2599
-46.12,168.38,5508
-46.12,168.62,593
-46.12,168.88,10414
-46.12,169.12,2190
-46.12,169.38,1188
-46.12,169.62,3846
-46.12,169.88,4247
-46.12,170.12,2602
-46.12,170.38,67
-45.88,-73.62,1
-45.88,-72.88,2
-45.88,-72.62,24
-45.88,-72.38,99
-45.88,-72.12,991
-45.88,-71.88,1504
-45.88,-71.62,1163
-45.88,-71.38,200
-45.88,-71.12,34
-45.88,-70.88,17
-45.88,-70.62,15
-45.88,-70.38,2
-45.88,-70.12,7
-45.88,-69.88,39
-45.88,-69.62,13
-45.88,-69.38,49
-45.88,-69.12,196
-45.88,-68.88,224
-45.88,-68.62,1281
-45.88,-68.38,2279
-45.88,-68.12,790
-45.88,-67.88,1698
-45.88,-67.62,110990
-45.88,-67.38,138176
-45.88,167.62,208
-45.88,167.88,360
-45.88,168.12,1055
-45.88,168.38,822
-45.88,168.62,1444
-45.88,168.88,1317
-45.88,169.12,817
-45.88,169.38,1516
-45.88,169.62,829
-45.88,169.88,194
-45.88,170.12,1553
-45.88,170.38,59417
-45.88,170.62,77518
-45.88,170.88,219
-45.62,-74.88,1
-45.62,-73.12,14
-45.62,-72.88,5
-45.62,-72.62,95
-45.62,-72.38,121
-45.62,-72.12,63678
-45.62,-71.88,1498
-45.62,-71.62,237
-45.62,-71.38,41
-45.62,-71.12,258
-45.62,-70.88,58
-45.62,-70.62,24
-45.62,-70.38,88
-45.62,-70.12,3540
-45.62,-69.88,15
-45.62,-69.62,17
-45.62,-69.38,40
-45.62,-69.12,11656
-45.62,-68.88,232
-45.62,-68.62,157
-45.62,-68.38,828
-45.62,-68.12,226
-45.62,-67.88,717
-45.62,-67.62,573
-45.62,-67.38,670
-45.62,166.62,10
-45.62,167.62,376
-45.62,167.88,164
-45.62,168.12,224
-45.62,168.38,805
-45.62,168.62,131
-45.62,168.88,238
-45.62,169.12,18
-45.62,169.38,1504
-45.62,169.62,26
-45.62,169.88,15
-45.62,170.12,185
-45.62,170.38,62
-45.62,170.62,2939
-45.62,170.88,29
-45.38,-73.62,7
-45.38,-73.38,5
-45.38,-73.12,14
-45.38,-72.88,4805
-45.38,-72.62,25515
-45.38,-72.38,593
-45.38,-72.12,1207
-45.38,-71.88,703
-45.38,-71.62,670
-45.38,-71.38,35
-45.38,-71.12,38
-45.38,-70.88,12
-45.38,-70.62,18
-45.38,-70.38,42
-45.38,-70.12,25
-45.38,-69.88,178
-45.38,-69.62,6
-45.38,-69.38,11
-45.38,-69.12,19
-45.38,-68.88,6
-45.38,-68.62,22
-45.38,-68.38,25
-45.38,-68.12,28
-45.38,-67.88,17
-45.38,-67.62,26
-45.38,-67.38,50
-45.38,-67.12,22
-45.38,-66.88,2
-45.38,167.62,1437
-45.38,167.88,1662
-45.38,168.12,21
-45.38,168.38,4
-45.38,168.62,263
-45.38,168.88,214
-45.38,169.38,1482
-45.38,169.62,16
-45.38,169.88,103
-45.38,170.12,395
-45.38,170.38,156
-45.38,170.62,691
-45.38,170.88,1540
-45.12,-73.62,517
-45.12,-73.38,6
-45.12,-72.88,2
-45.12,-72.62,21
-45.12,-72.38,19
-45.12,-72.12,2327
-45.12,-71.88,561
-45.12,-71.62,188
-45.12,-71.38,45
-45.12,-71.12,19
-45.12,-70.88,1721
-45.12,-70.62,41
-45.12,-70.38,23
-45.12,-70.12,41
-45.12,-69.88,18
-45.12,-69.62,20
-45.12,-69.38,48
-45.12,-69.12,17
-45.12,-68.88,8
-45.12,-68.62,22
-45.12,-68.38,21
-45.12,-68.12,55
-45.12,-67.88,36
-45.12,-67.62,15
-45.12,-67.38,40
-45.12,-67.12,58
-45.12,-66.88,33
-45.12,-66.62,22
-45.12,-66.38,17
-45.12,-65.88,3
-45.12,167.62,1
-45.12,167.88,8
-45.12,168.12,6
-45.12,168.38,45
-45.12,168.62,13330
-45.12,168.88,4362
-45.12,169.12,5755
-45.12,169.38,8127
-45.12,169.62,867
-45.12,169.88,254
-45.12,170.12,1385
-45.12,170.38,144
-45.12,170.62,171
-45.12,170.88,11969
-45.12,171.12,5493
-44.88,-73.62,2
-44.88,-73.38,65
-44.88,-73.12,6
-44.88,-72.88,28
-44.88,-72.62,388
-44.88,-72.38,20
-44.88,-72.12,271
-44.88,-71.88,29
-44.88,-71.62,36
-44.88,-71.38,10
-44.88,-71.12,11
-44.88,-70.88,20
-44.88,-70.62,23
-44.88,-70.38,31
-44.88,-70.12,23
-44.88,-69.88,5
-44.88,-69.62,10
-44.88,-69.38,15
-44.88,-69.12,8
-44.88,-68.88,4
-44.88,-68.38,9
-44.88,-68.12,2
-44.88,-67.88,6
-44.88,-67.62,10
-44.88,-67.38,5
-44.88,-67.12,19
-44.88,-66.88,11
-44.88,-66.62,14
-44.88,-66.38,14
-44.88,-66.12,24
-44.88,-65.88,32
-44.88,-65.62,1409
-44.88,167.62,3
-44.88,167.88,3
-44.88,168.12,5
-44.88,168.38,450
-44.88,168.62,2011
-44.88,168.88,5104
-44.88,169.12,380
-44.88,169.38,1210
-44.88,169.62,97
-44.88,169.88,133
-44.88,170.12,2
-44.88,170.38,52
-44.88,170.62,917
-44.88,170.88,1206
-44.88,171.12,2145
-44.62,-73.12,1
-44.62,-72.88,15
-44.62,-72.62,2879
-44.62,-72.38,144
-44.62,-72.12,71
-44.62,-71.88,26
-44.62,-71.62,306
-44.62,-71.38,76
-44.62,-71.12,27
-44.62,-70.88,148
-44.62,-70.62,21
-44.62,-70.38,42
-44.62,-70.12,12
-44.62,-69.88,5
-44.62,-69.62,35
-44.62,-69.38,20
-44.62,-69.12,29
-44.62,-68.88,41
-44.62,-68.62,8
-44.62,-68.38,38
-44.62,-68.12,39
-44.62,-67.88,47
-44.62,-67.62,14
-44.62,-67.38,9
-44.62,-67.12,11
-44.62,-66.88,10
-44.62,-66.62,100
-44.62,-66.38,19
-44.62,-66.12,33
-44.62,-65.88,51
-44.62,-65.62,23
-44.62,-65.38,14
-44.62,167.62,5
-44.62,167.88,2
-44.62,168.38,24
-44.62,168.62,4
-44.62,168.88,27
-44.62,169.12,9210
-44.62,169.38,1984
-44.62,169.62,10
-44.62,169.88,297
-44.62,170.12,292
-44.62,170.38,336
-44.62,170.62,198
-44.62,170.88,284
-44.62,171.12,5400
-44.62,171.38,459
-44.38,-176.12,12
-44.38,-73.88,1
-44.38,-73.62,2
